Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
its-D06_S195_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 1.0)	(20.0, 16.0)	(21.0, 80.0)	(22.0, 304.0)	(23.0, 836.0)	(24.0, 2265.0)	(25.0, 4230.0)	(26.0, 6947.0)	(27.0, 10510.0)	(28.0, 15051.0)	(29.0, 20366.0)	(30.0, 25842.0)	(31.0, 34348.0)	(32.0, 44430.0)	(33.0, 62218.0)	(34.0, 91685.0)	(35.0, 180643.0)	(36.0, 261138.0)	(37.0, 481.0)
its-D06_S195_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 5.0)	(13.0, 66.0)	(14.0, 159.0)	(15.0, 172.0)	(16.0, 153.0)	(17.0, 146.0)	(18.0, 154.0)	(19.0, 190.0)	(20.0, 231.0)	(21.0, 392.0)	(22.0, 727.0)	(23.0, 1369.0)	(24.0, 2861.0)	(25.0, 4793.0)	(26.0, 7382.0)	(27.0, 11246.0)	(28.0, 16143.0)	(29.0, 22101.0)	(30.0, 29663.0)	(31.0, 40387.0)	(32.0, 51883.0)	(33.0, 68265.0)	(34.0, 102338.0)	(35.0, 220507.0)	(36.0, 179886.0)	(37.0, 173.0)
its-D07_S203_L001_R1_001	(19.0, 2.0)	(20.0, 10.0)	(21.0, 55.0)	(22.0, 239.0)	(23.0, 743.0)	(24.0, 1926.0)	(25.0, 3975.0)	(26.0, 6993.0)	(27.0, 10799.0)	(28.0, 15657.0)	(29.0, 20571.0)	(30.0, 26929.0)	(31.0, 35523.0)	(32.0, 45757.0)	(33.0, 62296.0)	(34.0, 92267.0)	(35.0, 185005.0)	(36.0, 264550.0)	(37.0, 819.0)																	
its-D07_S203_L001_R2_001	(12.0, 15.0)	(13.0, 83.0)	(14.0, 164.0)	(15.0, 195.0)	(16.0, 162.0)	(17.0, 150.0)	(18.0, 154.0)	(19.0, 210.0)	(20.0, 268.0)	(21.0, 413.0)	(22.0, 742.0)	(23.0, 1548.0)	(24.0, 3272.0)	(25.0, 5596.0)	(26.0, 8872.0)	(27.0, 12969.0)	(28.0, 17546.0)	(29.0, 23259.0)	(30.0, 30288.0)	(31.0, 39974.0)	(32.0, 52969.0)	(33.0, 69100.0)	(34.0, 103636.0)	(35.0, 234438.0)	(36.0, 167777.0)	(37.0, 316.0)										
its-D08_S211_L001_R1_001	(2.0, 3.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 4.0)	(19.0, 10.0)	(20.0, 77.0)	(21.0, 354.0)	(22.0, 1234.0)	(23.0, 3223.0)	(24.0, 7512.0)	(25.0, 13211.0)	(26.0, 19325.0)	(27.0, 24055.0)	(28.0, 28970.0)	(29.0, 34500.0)	(30.0, 42217.0)	(31.0, 51185.0)	(32.0, 62651.0)	(33.0, 84186.0)	(34.0, 127034.0)	(35.0, 139211.0)	(36.0, 25984.0)	(37.0, 117.0)
its-D08_S211_L001_R2_001	(2.0, 3.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 22.0)	(13.0, 114.0)	(14.0, 164.0)	(15.0, 155.0)	(16.0, 138.0)	(17.0, 111.0)	(18.0, 134.0)	(19.0, 137.0)	(20.0, 188.0)	(21.0, 276.0)	(22.0, 396.0)	(23.0, 841.0)	(24.0, 1750.0)	(25.0, 3256.0)	(26.0, 5304.0)	(27.0, 8158.0)	(28.0, 11198.0)	(29.0, 15532.0)	(30.0, 21703.0)	(31.0, 31156.0)	(32.0, 43491.0)	(33.0, 60089.0)	(34.0, 94786.0)	(35.0, 217686.0)	(36.0, 147913.0)	(37.0, 361.0)
its-D09_S219_L001_R1_001	(17.0, 1.0)	(18.0, 1.0)	(19.0, 7.0)	(20.0, 25.0)	(21.0, 109.0)	(22.0, 333.0)	(23.0, 923.0)	(24.0, 2041.0)	(25.0, 4106.0)	(26.0, 7021.0)	(27.0, 10475.0)	(28.0, 14927.0)	(29.0, 20651.0)	(30.0, 26693.0)	(31.0, 36204.0)	(32.0, 49641.0)	(33.0, 64530.0)	(34.0, 89562.0)	(35.0, 167082.0)	(36.0, 176039.0)	(37.0, 301.0)															
its-D09_S219_L001_R2_001	(11.0, 1.0)	(12.0, 4.0)	(13.0, 27.0)	(14.0, 134.0)	(15.0, 171.0)	(16.0, 125.0)	(17.0, 136.0)	(18.0, 141.0)	(19.0, 195.0)	(20.0, 230.0)	(21.0, 359.0)	(22.0, 702.0)	(23.0, 1524.0)	(24.0, 2922.0)	(25.0, 5182.0)	(26.0, 7992.0)	(27.0, 11582.0)	(28.0, 15215.0)	(29.0, 20573.0)	(30.0, 27282.0)	(31.0, 36675.0)	(32.0, 46972.0)	(33.0, 60470.0)	(34.0, 89620.0)	(35.0, 172693.0)	(36.0, 169605.0)	(37.0, 140.0)									
its-D10_S227_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 2.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 2.0)	(20.0, 23.0)	(21.0, 130.0)	(22.0, 402.0)	(23.0, 1002.0)	(24.0, 2241.0)	(25.0, 4036.0)	(26.0, 6275.0)	(27.0, 8995.0)	(28.0, 12331.0)	(29.0, 17020.0)	(30.0, 22523.0)	(31.0, 30787.0)	(32.0, 42393.0)	(33.0, 53827.0)	(34.0, 71096.0)	(35.0, 128493.0)	(36.0, 133929.0)	(37.0, 268.0)
its-D10_S227_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 5.0)	(13.0, 33.0)	(14.0, 120.0)	(15.0, 167.0)	(16.0, 141.0)	(17.0, 135.0)	(18.0, 123.0)	(19.0, 165.0)	(20.0, 200.0)	(21.0, 384.0)	(22.0, 677.0)	(23.0, 1420.0)	(24.0, 2623.0)	(25.0, 4196.0)	(26.0, 6259.0)	(27.0, 8896.0)	(28.0, 12010.0)	(29.0, 15856.0)	(30.0, 21509.0)	(31.0, 28965.0)	(32.0, 37351.0)	(33.0, 49041.0)	(34.0, 72758.0)	(35.0, 138739.0)	(36.0, 133871.0)	(37.0, 132.0)
its-D11_S235_L001_R1_001	(2.0, 2.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 3.0)	(19.0, 6.0)	(20.0, 20.0)	(21.0, 96.0)	(22.0, 346.0)	(23.0, 1043.0)	(24.0, 2634.0)	(25.0, 5212.0)	(26.0, 8895.0)	(27.0, 13880.0)	(28.0, 20264.0)	(29.0, 27654.0)	(30.0, 37126.0)	(31.0, 48911.0)	(32.0, 65445.0)	(33.0, 91729.0)	(34.0, 132426.0)	(35.0, 237710.0)	(36.0, 230850.0)	(37.0, 921.0)
its-D11_S235_L001_R2_001	(2.0, 2.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 10.0)	(13.0, 85.0)	(14.0, 195.0)	(15.0, 205.0)	(16.0, 170.0)	(17.0, 154.0)	(18.0, 198.0)	(19.0, 213.0)	(20.0, 302.0)	(21.0, 457.0)	(22.0, 858.0)	(23.0, 1822.0)	(24.0, 3450.0)	(25.0, 5797.0)	(26.0, 9421.0)	(27.0, 14019.0)	(28.0, 19753.0)	(29.0, 27234.0)	(30.0, 36776.0)	(31.0, 50191.0)	(32.0, 67112.0)	(33.0, 88521.0)	(34.0, 129344.0)	(35.0, 269269.0)	(36.0, 199291.0)	(37.0, 326.0)
its-D12_S243_L001_R1_001	(18.0, 1.0)	(19.0, 7.0)	(20.0, 48.0)	(21.0, 207.0)	(22.0, 761.0)	(23.0, 1958.0)	(24.0, 4235.0)	(25.0, 7565.0)	(26.0, 12042.0)	(27.0, 17418.0)	(28.0, 24384.0)	(29.0, 33415.0)	(30.0, 40732.0)	(31.0, 52539.0)	(32.0, 73533.0)	(33.0, 98688.0)	(34.0, 109795.0)	(35.0, 130584.0)	(36.0, 213955.0)	(37.0, 1045.0)																
its-D12_S243_L001_R2_001	(12.0, 3.0)	(13.0, 68.0)	(14.0, 178.0)	(15.0, 199.0)	(16.0, 184.0)	(17.0, 159.0)	(18.0, 144.0)	(19.0, 155.0)	(20.0, 292.0)	(21.0, 472.0)	(22.0, 1060.0)	(23.0, 2190.0)	(24.0, 4141.0)	(25.0, 6936.0)	(26.0, 10364.0)	(27.0, 14553.0)	(28.0, 19437.0)	(29.0, 25108.0)	(30.0, 33481.0)	(31.0, 45110.0)	(32.0, 54818.0)	(33.0, 69528.0)	(34.0, 94956.0)	(35.0, 199168.0)	(36.0, 239852.0)	(37.0, 356.0)										
its-E01_S156_L001_R1_001	(17.0, 1.0)	(18.0, 1.0)	(19.0, 3.0)	(20.0, 31.0)	(21.0, 141.0)	(22.0, 600.0)	(23.0, 1764.0)	(24.0, 4017.0)	(25.0, 7664.0)	(26.0, 11830.0)	(27.0, 16940.0)	(28.0, 22908.0)	(29.0, 29472.0)	(30.0, 37493.0)	(31.0, 47958.0)	(32.0, 61324.0)	(33.0, 80995.0)	(34.0, 117286.0)	(35.0, 182974.0)	(36.0, 159758.0)	(37.0, 594.0)															
its-E01_S156_L001_R2_001	(12.0, 12.0)	(13.0, 85.0)	(14.0, 195.0)	(15.0, 214.0)	(16.0, 180.0)	(17.0, 163.0)	(18.0, 180.0)	(19.0, 252.0)	(20.0, 398.0)	(21.0, 699.0)	(22.0, 1201.0)	(23.0, 2396.0)	(24.0, 4189.0)	(25.0, 6521.0)	(26.0, 9597.0)	(27.0, 13221.0)	(28.0, 17129.0)	(29.0, 22306.0)	(30.0, 28903.0)	(31.0, 39019.0)	(32.0, 51904.0)	(33.0, 69209.0)	(34.0, 97388.0)	(35.0, 209380.0)	(36.0, 208694.0)	(37.0, 319.0)										
its-E02_S164_L001_R1_001	(18.0, 1.0)	(19.0, 5.0)	(20.0, 16.0)	(21.0, 87.0)	(22.0, 330.0)	(23.0, 911.0)	(24.0, 2058.0)	(25.0, 3805.0)	(26.0, 6013.0)	(27.0, 9080.0)	(28.0, 12796.0)	(29.0, 17288.0)	(30.0, 22610.0)	(31.0, 29647.0)	(32.0, 38719.0)	(33.0, 52261.0)	(34.0, 73645.0)	(35.0, 119429.0)	(36.0, 92799.0)	(37.0, 924.0)																
its-E02_S164_L001_R2_001	(11.0, 1.0)	(12.0, 10.0)	(13.0, 39.0)	(14.0, 99.0)	(15.0, 126.0)	(16.0, 97.0)	(17.0, 125.0)	(18.0, 185.0)	(19.0, 378.0)	(20.0, 792.0)	(21.0, 1358.0)	(22.0, 2145.0)	(23.0, 3070.0)	(24.0, 4739.0)	(25.0, 6503.0)	(26.0, 8469.0)	(27.0, 10891.0)	(28.0, 13725.0)	(29.0, 17264.0)	(30.0, 21410.0)	(31.0, 27445.0)	(32.0, 35104.0)	(33.0, 44780.0)	(34.0, 65247.0)	(35.0, 125973.0)	(36.0, 91985.0)	(37.0, 464.0)									
its-E03_S172_L001_R1_001	(18.0, 1.0)	(19.0, 2.0)	(20.0, 26.0)	(21.0, 152.0)	(22.0, 563.0)	(23.0, 1715.0)	(24.0, 3916.0)	(25.0, 7677.0)	(26.0, 12699.0)	(27.0, 18589.0)	(28.0, 25390.0)	(29.0, 32365.0)	(30.0, 40910.0)	(31.0, 52318.0)	(32.0, 66528.0)	(33.0, 84342.0)	(34.0, 109499.0)	(35.0, 184060.0)	(36.0, 146961.0)	(37.0, 73.0)																
its-E03_S172_L001_R2_001	(12.0, 16.0)	(13.0, 109.0)	(14.0, 222.0)	(15.0, 226.0)	(16.0, 164.0)	(17.0, 142.0)	(18.0, 199.0)	(19.0, 233.0)	(20.0, 287.0)	(21.0, 598.0)	(22.0, 1199.0)	(23.0, 2759.0)	(24.0, 5226.0)	(25.0, 8721.0)	(26.0, 12126.0)	(27.0, 16248.0)	(28.0, 20878.0)	(29.0, 26955.0)	(30.0, 34464.0)	(31.0, 46092.0)	(32.0, 59466.0)	(33.0, 75383.0)	(34.0, 112329.0)	(35.0, 228852.0)	(36.0, 134808.0)	(37.0, 84.0)										
its-E04_S180_L001_R1_001	(17.0, 1.0)	(18.0, 1.0)	(19.0, 6.0)	(20.0, 29.0)	(21.0, 141.0)	(22.0, 552.0)	(23.0, 1563.0)	(24.0, 3665.0)	(25.0, 6810.0)	(26.0, 11062.0)	(27.0, 16163.0)	(28.0, 22187.0)	(29.0, 29710.0)	(30.0, 38255.0)	(31.0, 49991.0)	(32.0, 65565.0)	(33.0, 85444.0)	(34.0, 115491.0)	(35.0, 187092.0)	(36.0, 177359.0)	(37.0, 572.0)															
its-E04_S180_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 8.0)	(13.0, 74.0)	(14.0, 185.0)	(15.0, 190.0)	(16.0, 168.0)	(17.0, 137.0)	(18.0, 157.0)	(19.0, 190.0)	(20.0, 288.0)	(21.0, 445.0)	(22.0, 859.0)	(23.0, 1674.0)	(24.0, 3102.0)	(25.0, 5381.0)	(26.0, 8376.0)	(27.0, 12242.0)	(28.0, 16401.0)	(29.0, 22910.0)	(30.0, 30220.0)	(31.0, 41232.0)	(32.0, 54639.0)	(33.0, 72572.0)	(34.0, 107392.0)	(35.0, 229277.0)	(36.0, 203242.0)	(37.0, 297.0)
its-E05_S188_L001_R1_001	(17.0, 1.0)	(18.0, 0.0)	(19.0, 2.0)	(20.0, 19.0)	(21.0, 127.0)	(22.0, 519.0)	(23.0, 1514.0)	(24.0, 4010.0)	(25.0, 7555.0)	(26.0, 12592.0)	(27.0, 18975.0)	(28.0, 26901.0)	(29.0, 36860.0)	(30.0, 49018.0)	(31.0, 65293.0)	(32.0, 90945.0)	(33.0, 148175.0)	(34.0, 210563.0)	(35.0, 127287.0)	(36.0, 113864.0)	(37.0, 306.0)															
its-E05_S188_L001_R2_001	(12.0, 12.0)	(13.0, 99.0)	(14.0, 176.0)	(15.0, 215.0)	(16.0, 166.0)	(17.0, 154.0)	(18.0, 156.0)	(19.0, 200.0)	(20.0, 279.0)	(21.0, 433.0)	(22.0, 842.0)	(23.0, 1852.0)	(24.0, 3725.0)	(25.0, 6496.0)	(26.0, 9825.0)	(27.0, 14574.0)	(28.0, 20352.0)	(29.0, 27142.0)	(30.0, 36445.0)	(31.0, 49412.0)	(32.0, 65918.0)	(33.0, 88969.0)	(34.0, 131406.0)	(35.0, 271185.0)	(36.0, 184290.0)	(37.0, 203.0)										
its-E06_S196_L001_R1_001	(18.0, 3.0)	(19.0, 2.0)	(20.0, 15.0)	(21.0, 80.0)	(22.0, 325.0)	(23.0, 996.0)	(24.0, 2430.0)	(25.0, 4879.0)	(26.0, 8407.0)	(27.0, 12734.0)	(28.0, 17344.0)	(29.0, 22574.0)	(30.0, 28535.0)	(31.0, 37046.0)	(32.0, 47432.0)	(33.0, 64146.0)	(34.0, 92307.0)	(35.0, 183027.0)	(36.0, 200040.0)	(37.0, 528.0)																
its-E06_S196_L001_R2_001	(12.0, 17.0)	(13.0, 139.0)	(14.0, 164.0)	(15.0, 180.0)	(16.0, 171.0)	(17.0, 142.0)	(18.0, 166.0)	(19.0, 194.0)	(20.0, 290.0)	(21.0, 429.0)	(22.0, 743.0)	(23.0, 1505.0)	(24.0, 2958.0)	(25.0, 5394.0)	(26.0, 8219.0)	(27.0, 12237.0)	(28.0, 16721.0)	(29.0, 22766.0)	(30.0, 30216.0)	(31.0, 40729.0)	(32.0, 52819.0)	(33.0, 67630.0)	(34.0, 98635.0)	(35.0, 210230.0)	(36.0, 149908.0)	(37.0, 248.0)										
its-E07_S204_L001_R1_001	(19.0, 1.0)	(20.0, 7.0)	(21.0, 34.0)	(22.0, 144.0)	(23.0, 637.0)	(24.0, 2120.0)	(25.0, 4700.0)	(26.0, 8407.0)	(27.0, 13238.0)	(28.0, 19212.0)	(29.0, 26465.0)	(30.0, 34375.0)	(31.0, 45095.0)	(32.0, 59874.0)	(33.0, 84147.0)	(34.0, 128090.0)	(35.0, 264713.0)	(36.0, 223345.0)	(37.0, 75.0)																	
its-E07_S204_L001_R2_001	(12.0, 34.0)	(13.0, 205.0)	(14.0, 266.0)	(15.0, 214.0)	(16.0, 171.0)	(17.0, 164.0)	(18.0, 147.0)	(19.0, 184.0)	(20.0, 210.0)	(21.0, 419.0)	(22.0, 791.0)	(23.0, 2014.0)	(24.0, 4446.0)	(25.0, 8236.0)	(26.0, 12789.0)	(27.0, 18481.0)	(28.0, 23880.0)	(29.0, 30758.0)	(30.0, 39234.0)	(31.0, 51671.0)	(32.0, 67746.0)	(33.0, 91068.0)	(34.0, 135612.0)	(35.0, 273404.0)	(36.0, 152371.0)	(37.0, 164.0)										
its-E08_S212_L001_R1_001	(17.0, 1.0)	(18.0, 2.0)	(19.0, 21.0)	(20.0, 73.0)	(21.0, 339.0)	(22.0, 999.0)	(23.0, 2600.0)	(24.0, 5248.0)	(25.0, 9117.0)	(26.0, 13478.0)	(27.0, 18950.0)	(28.0, 25215.0)	(29.0, 32529.0)	(30.0, 39134.0)	(31.0, 50257.0)	(32.0, 66716.0)	(33.0, 84295.0)	(34.0, 112553.0)	(35.0, 188580.0)	(36.0, 159281.0)	(37.0, 194.0)															
its-E08_S212_L001_R2_001	(12.0, 11.0)	(13.0, 60.0)	(14.0, 174.0)	(15.0, 264.0)	(16.0, 226.0)	(17.0, 209.0)	(18.0, 176.0)	(19.0, 240.0)	(20.0, 362.0)	(21.0, 551.0)	(22.0, 1161.0)	(23.0, 2264.0)	(24.0, 4155.0)	(25.0, 6900.0)	(26.0, 10099.0)	(27.0, 13734.0)	(28.0, 17912.0)	(29.0, 23965.0)	(30.0, 32263.0)	(31.0, 43519.0)	(32.0, 54464.0)	(33.0, 69838.0)	(34.0, 100382.0)	(35.0, 197137.0)	(36.0, 229288.0)	(37.0, 228.0)										
its-E09_S220_L001_R1_001	(18.0, 1.0)	(19.0, 3.0)	(20.0, 43.0)	(21.0, 185.0)	(22.0, 595.0)	(23.0, 1435.0)	(24.0, 2941.0)	(25.0, 5355.0)	(26.0, 8236.0)	(27.0, 11744.0)	(28.0, 15601.0)	(29.0, 20395.0)	(30.0, 25561.0)	(31.0, 33563.0)	(32.0, 44958.0)	(33.0, 58538.0)	(34.0, 79939.0)	(35.0, 146464.0)	(36.0, 140470.0)	(37.0, 688.0)																
its-E09_S220_L001_R2_001	(12.0, 3.0)	(13.0, 41.0)	(14.0, 139.0)	(15.0, 173.0)	(16.0, 151.0)	(17.0, 139.0)	(18.0, 134.0)	(19.0, 166.0)	(20.0, 234.0)	(21.0, 466.0)	(22.0, 878.0)	(23.0, 1970.0)	(24.0, 3521.0)	(25.0, 6090.0)	(26.0, 8585.0)	(27.0, 11163.0)	(28.0, 14360.0)	(29.0, 18843.0)	(30.0, 24517.0)	(31.0, 32760.0)	(32.0, 41479.0)	(33.0, 53490.0)	(34.0, 79281.0)	(35.0, 149205.0)	(36.0, 148621.0)	(37.0, 306.0)										
its-E10_S228_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 4.0)	(20.0, 41.0)	(21.0, 178.0)	(22.0, 482.0)	(23.0, 1198.0)	(24.0, 2699.0)	(25.0, 4878.0)	(26.0, 7975.0)	(27.0, 12286.0)	(28.0, 17539.0)	(29.0, 24956.0)	(30.0, 33986.0)	(31.0, 48532.0)	(32.0, 67766.0)	(33.0, 82541.0)	(34.0, 108493.0)	(35.0, 190626.0)	(36.0, 200471.0)	(37.0, 932.0)
its-E10_S228_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 2.0)	(13.0, 33.0)	(14.0, 135.0)	(15.0, 204.0)	(16.0, 174.0)	(17.0, 123.0)	(18.0, 175.0)	(19.0, 193.0)	(20.0, 245.0)	(21.0, 415.0)	(22.0, 708.0)	(23.0, 1428.0)	(24.0, 2750.0)	(25.0, 4827.0)	(26.0, 7659.0)	(27.0, 11016.0)	(28.0, 15519.0)	(29.0, 21392.0)	(30.0, 29740.0)	(31.0, 40881.0)	(32.0, 53228.0)	(33.0, 69980.0)	(34.0, 102174.0)	(35.0, 202387.0)	(36.0, 239800.0)	(37.0, 395.0)
its-E11_S236_L001_R1_001	(16.0, 1.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 10.0)	(20.0, 97.0)	(21.0, 357.0)	(22.0, 1142.0)	(23.0, 2961.0)	(24.0, 6077.0)	(25.0, 10559.0)	(26.0, 15790.0)	(27.0, 21556.0)	(28.0, 28783.0)	(29.0, 37410.0)	(30.0, 46380.0)	(31.0, 61977.0)	(32.0, 86134.0)	(33.0, 105232.0)	(34.0, 98049.0)	(35.0, 117364.0)	(36.0, 181239.0)	(37.0, 1190.0)														
its-E11_S236_L001_R2_001	(12.0, 4.0)	(13.0, 45.0)	(14.0, 136.0)	(15.0, 205.0)	(16.0, 193.0)	(17.0, 152.0)	(18.0, 145.0)	(19.0, 214.0)	(20.0, 286.0)	(21.0, 588.0)	(22.0, 1395.0)	(23.0, 2749.0)	(24.0, 5434.0)	(25.0, 8485.0)	(26.0, 12358.0)	(27.0, 16419.0)	(28.0, 21198.0)	(29.0, 27332.0)	(30.0, 35791.0)	(31.0, 46547.0)	(32.0, 57095.0)	(33.0, 70092.0)	(34.0, 98545.0)	(35.0, 204605.0)	(36.0, 211933.0)	(37.0, 364.0)										
its-E12_S244_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 1.0)	(17.0, 2.0)	(18.0, 5.0)	(19.0, 9.0)	(20.0, 54.0)	(21.0, 208.0)	(22.0, 722.0)	(23.0, 1951.0)	(24.0, 4552.0)	(25.0, 8128.0)	(26.0, 13558.0)	(27.0, 19966.0)	(28.0, 28516.0)	(29.0, 39561.0)	(30.0, 51366.0)	(31.0, 68973.0)	(32.0, 96277.0)	(33.0, 127420.0)	(34.0, 141976.0)	(35.0, 135788.0)	(36.0, 180487.0)	(37.0, 939.0)
its-E12_S244_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 13.0)	(13.0, 63.0)	(14.0, 137.0)	(15.0, 211.0)	(16.0, 202.0)	(17.0, 177.0)	(18.0, 161.0)	(19.0, 197.0)	(20.0, 285.0)	(21.0, 425.0)	(22.0, 778.0)	(23.0, 1573.0)	(24.0, 3043.0)	(25.0, 5327.0)	(26.0, 8917.0)	(27.0, 13278.0)	(28.0, 18914.0)	(29.0, 26435.0)	(30.0, 36723.0)	(31.0, 49858.0)	(32.0, 63885.0)	(33.0, 81111.0)	(34.0, 117382.0)	(35.0, 246148.0)	(36.0, 244905.0)	(37.0, 312.0)
its-F01_S157_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 1.0)	(19.0, 4.0)	(20.0, 59.0)	(21.0, 211.0)	(22.0, 794.0)	(23.0, 2136.0)	(24.0, 4885.0)	(25.0, 8670.0)	(26.0, 13118.0)	(27.0, 17750.0)	(28.0, 22939.0)	(29.0, 29567.0)	(30.0, 37598.0)	(31.0, 47626.0)	(32.0, 61034.0)	(33.0, 81773.0)	(34.0, 118881.0)	(35.0, 187306.0)	(36.0, 162852.0)	(37.0, 472.0)
its-F01_S157_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 10.0)	(13.0, 101.0)	(14.0, 192.0)	(15.0, 219.0)	(16.0, 187.0)	(17.0, 139.0)	(18.0, 179.0)	(19.0, 246.0)	(20.0, 419.0)	(21.0, 781.0)	(22.0, 1469.0)	(23.0, 2925.0)	(24.0, 4890.0)	(25.0, 7656.0)	(26.0, 10494.0)	(27.0, 14049.0)	(28.0, 17559.0)	(29.0, 23468.0)	(30.0, 30689.0)	(31.0, 40918.0)	(32.0, 54392.0)	(33.0, 70372.0)	(34.0, 99856.0)	(35.0, 215733.0)	(36.0, 200501.0)	(37.0, 233.0)
its-F02_S165_L001_R1_001	(19.0, 5.0)	(20.0, 20.0)	(21.0, 108.0)	(22.0, 444.0)	(23.0, 1174.0)	(24.0, 2542.0)	(25.0, 4931.0)	(26.0, 7973.0)	(27.0, 11896.0)	(28.0, 16351.0)	(29.0, 21744.0)	(30.0, 28248.0)	(31.0, 36875.0)	(32.0, 47001.0)	(33.0, 63201.0)	(34.0, 90940.0)	(35.0, 143335.0)	(36.0, 134551.0)	(37.0, 1147.0)																	
