channel,well,adapter,collinear_confidence,conductance,conductance_filtered_data,event,experiment_tag,flow_cell_id,group_1_adjusted_offset_0mv_pa,group_1_adjusted_offset_0mv_std,group_1_offset_voltage_mv,group_order,include_well,initial_0mv_current_pa,initial_0mv_current_std,initial_current_0_pa,initial_current_1_pa,initial_current_2_pa,initial_voltage_0_mv,initial_voltage_1_mv,initial_voltage_2_mv,intercept,intercept_adjusted_0mv_current_pa,intercept_adjusted_0mv_current_std,meas_cap,meas_res,multiple,mux_scan_assessment,mux_uncertain,pore,pore_1,pore_median,pore_sd,previous_offset,reserve_pore_intercept_median_mv,scan_number,scan_offset_voltage_mv,scan_running_voltage_mv,sd_cap,seconds_since_start_of_run,short_strand,strand,strand2,strand_median_pa,strand_range_pa,strand_sd_pa,total_good_samples,total_time_active,transition,triangle_ratio,unavailable,unclassed,unknown_negative,unknown_positive,zero
45,3,3852,-152.37,0.109,False,124,LIS14-11-24,PBG11294,5.422,0.679,15,0,0,16.047,1.021,39.678,48.389,41.863,-30,-40,-50,-16.965,5.329,0.653,4.67,1.16,0,reserved_pore,0,6418,11100,209.99,2.04,0,15.28,1,15,-175,10.2,7,31539,0,0,,,,41933,0.0,0,6.15,0,0,0,126,0
45,4,2420,4.01,0.91,True,250,LIS14-11-24,PBG11294,5.929,0.584,15,1,1,17.028,0.802,41.619,50.52,59.822,-30,-40,-50,15.645,5.846,0.54,4.45,1.13,0,single_pore,0,14832,841,216.8,0.92,0,15.28,1,15,-175,10.38,7,37012,0,0,,,,54514,0.0,0,5.44,0,0,0,0,0
46,1,1265,2.71,0.908,True,153,LIS14-11-24,PBG11294,6.031,0.467,15,1,1,16.834,0.597,41.093,50.034,59.246,-30,-40,-50,15.22,6.003,0.449,4.12,1.14,0,single_pore,0,4091,441,212.95,1.01,0,15.28,1,15,-175,10.01,7,40057,9494,0,100.69,59.3,1.81,55060,0.0,0,4.86,0,0,0,377,0
46,2,0,0.32,0.92,True,0,LIS14-11-24,PBG11294,6.048,0.489,15,3,1,16.918,0.721,41.382,50.57,59.79,-30,-40,-50,14.955,5.824,0.616,4.12,1.12,0,single_pore,0,660,14,217.32,0.95,0,15.28,1,15,-175,10.14,7,36037,16695,0,106.07,60.0,1.78,53392,0.0,0,4.74,0,0,0,0,0
46,3,1638,4.09,0.916,True,21,LIS14-11-24,PBG11294,5.464,0.569,15,4,1,16.251,0.819,40.627,49.58,58.942,-30,-40,-50,14.281,5.309,0.679,4.34,1.14,0,single_pore,0,3728,519,216.45,1.07,0,15.28,1,15,-175,10.24,7,49561,0,0,,,,54948,0.0,0,5.3,0,0,0,0,0
46,4,4009,4.9,0.908,True,125,LIS14-11-24,PBG11294,5.87,0.487,15,2,1,16.745,0.508,40.979,49.813,59.137,-30,-40,-50,15.033,5.856,0.456,4.04,1.15,0,single_pore,0,3898,112,213.49,0.87,0,15.28,1,15,-175,9.99,7,16209,0,0,,,,24241,0.0,0,4.68,17729,0,0,8410,0
47,1,711,3.35,0.898,True,0,LIS14-11-24,PBG11294,5.998,0.462,15,1,1,16.795,0.579,41.114,49.922,59.065,-30,-40,-50,15.738,5.908,0.464,3.93,1.15,0,single_pore,0,2224,440,213.63,0.89,0,15.28,1,15,-175,9.95,7,46737,0,0,,,,49672,0.0,0,4.37,2414,0,0,139,0
47,2,4454,2.05,0.906,True,50,LIS14-11-24,PBG11294,5.899,0.485,15,2,1,16.859,0.585,41.307,50.262,59.422,-30,-40,-50,15.565,5.841,0.458,4.0,1.15,0,single_pore,0,3914,886,213.92,0.85,0,15.28,1,15,-175,9.95,7,40748,0,0,,,,49166,0.0,0,4.65,4004,0,0,0,311
47,3,2436,3.38,0.907,True,249,LIS14-11-24,PBG11294,5.298,0.467,15,4,1,16.174,0.68,40.417,49.322,58.565,-30,-40,-50,14.473,5.284,0.468,3.94,1.14,0,single_pore,0,8860,1180,214.12,1.04,0,15.28,1,15,-175,9.97,7,36735,0,0,,,,48280,0.0,0,4.4,0,0,0,3935,0
47,4,3479,3.3,0.928,True,70,LIS14-11-24,PBG11294,5.739,0.493,15,3,1,16.738,0.622,41.466,50.581,60.026,-30,-40,-50,14.618,5.75,0.448,4.14,1.13,0,single_pore,0,9735,113,217.33,0.96,0,15.28,1,15,-175,10.1,7,19590,0,0,,,,32874,0.0,0,4.9,4028,0,0,0,16014
48,1,3852,2.51,0.905,True,102,LIS14-11-24,PBG11294,6.067,0.537,15,1,1,16.923,0.556,41.248,50.177,59.357,-30,-40,-50,15.505,5.991,0.516,4.01,1.15,0,single_pore,0,10694,450,215.21,1.02,0,15.28,1,15,-175,9.98,7,39013,0,0,,,,53661,0.0,0,4.6,0,0,0,420,0
48,2,1499,2.54,0.905,True,76,LIS14-11-24,PBG11294,5.901,0.507,15,3,1,16.738,0.635,40.935,49.86,59.039,-30,-40,-50,15.172,5.861,0.53,4.03,1.15,0,single_pore,0,3593,28583,213.52,0.9,0,15.28,1,15,-175,9.93,7,19443,0,0,,,,24611,0.0,0,4.74,0,0,0,2181,0
48,3,1369,4.97,0.91,True,163,LIS14-11-24,PBG11294,5.328,0.447,15,4,1,16.312,0.74,41.077,49.932,59.284,-30,-40,-50,15.018,5.276,0.448,3.85,1.13,0,single_pore,0,6508,315,215.34,0.88,0,15.28,1,15,-175,10.07,7,44924,0,0,,,,52964,0.0,0,4.11,0,0,0,549,0
48,4,2522,3.04,0.898,True,23,LIS14-11-24,PBG11294,5.67,0.517,15,2,1,16.592,0.559,40.649,49.482,58.619,-30,-40,-50,15.179,5.644,0.497,3.97,1.16,0,single_pore,0,5641,60,210.59,0.92,0,15.28,1,15,-175,9.92,7,47571,0,0,,,,55757,0.0,0,4.54,0,0,0,0,0
49,1,0,2.86,0.908,True,0,LIS14-11-24,PBG11294,5.721,0.445,15,3,1,16.637,0.519,40.743,49.676,58.895,-30,-40,-50,14.834,5.656,0.479,3.95,1.15,0,single_pore,0,152,0,212.28,0.86,0,15.28,1,15,-175,9.96,7,52059,0,0,,,,52211,0.0,0,4.42,422,0,0,0,0
49,2,3674,1.76,0.911,True,94,LIS14-11-24,PBG11294,5.71,0.478,15,2,1,16.734,0.521,41.005,50.026,59.223,-30,-40,-50,14.982,5.619,0.465,4.11,1.15,0,single_pore,0,10430,203,214.38,0.95,0,15.28,1,15,-175,10.02,7,32618,0,0,,,,46816,0.0,0,4.82,8024,0,0,0,0
49,3,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
49,4,426,0.68,0.887,True,0,LIS14-11-24,PBG11294,5.595,0.452,15,1,1,16.509,0.538,40.778,49.612,58.514,-30,-40,-50,15.97,5.457,0.448,4.2,1.16,0,single_pore,0,622,8053,214.0,0.73,0,15.28,1,15,-175,10.06,7,41486,0,0,,,,42534,0.0,0,5.16,0,0,0,4002,0
50,1,0,3.79,0.907,True,0,LIS14-11-24,PBG11294,5.861,0.668,15,2,1,16.495,1.023,40.536,49.42,58.683,-30,-40,-50,14.598,5.849,0.676,4.07,1.14,0,single_pore,0,0,0,,,0,15.28,1,15,-175,10.04,7,28039,24030,0,99.39,58.4,1.9,52069,0.0,0,4.71,4005,0,0,0,0
50,2,0,49.3,0.305,False,0,LIS14-11-24,PBG11294,4.614,0.629,15,0,0,10.027,0.937,23.088,23.674,29.19,-30,-40,-50,28.152,4.412,0.628,4.46,3.47,0,unavailable,0,0,0,,,0,15.28,1,15,-175,6.79,7,4022,0,0,,,,4022,0.0,0,1.97,33888,0,0,4020,0
50,3,0,-96.48,0.201,False,0,LIS14-11-24,PBG11294,0.651,0.461,15,0,0,4.425,1.632,11.261,14.071,7.233,-30,-40,-50,-58.506,1.418,0.467,3.35,9.34,0,zero,0,0,0,,,0,15.28,1,15,-175,4.0,7,0,0,0,,,,0,0.0,0,1.13,1827,0,0,4003,36696
50,4,546,5.03,0.919,True,0,LIS14-11-24,PBG11294,6.197,0.536,15,1,1,17.25,0.538,41.725,50.661,60.1,-30,-40,-50,15.31,6.084,0.56,6.2,1.13,0,single_pore,0,1294,18,215.94,0.97,0,15.28,1,15,-175,11.21,7,44058,10183,0,108.24,63.8,2.0,56081,0.0,0,4.48,0,0,0,0,0
51,1,0,0.14,0.001,False,0,LIS14-11-24,PBG11294,-0.015,0.309,15,0,0,-0.001,0.302,0.013,-0.007,-0.013,-30,-40,-50,-38.363,0.007,0.302,0.0,1459.44,0,zero,0,0,0,,,0,15.28,1,15,-175,0.17,7,0,0,0,,,,0,0.0,0,1.57,0,0,0,0,56384
51,2,0,0.46,0.002,False,0,LIS14-11-24,PBG11294,-0.017,0.306,15,0,0,-0.04,0.318,-0.057,-0.065,-0.027,-30,-40,-50,-58.563,-0.006,0.312,-0.01,-2721.74,0,zero,0,0,0,,,0,15.28,1,15,-175,0.18,7,0,0,0,,,,0,0.0,0,1.59,0,0,0,0,52238
51,3,0,-0.19,0.0,False,0,LIS14-11-24,PBG11294,-0.388,0.347,15,0,0,-0.437,0.341,-0.458,-0.449,-0.459,-30,-40,-50,35.055,-0.399,0.34,0.01,-23905.85,0,zero,0,0,0,,,0,15.28,1,15,-175,0.2,7,0,0,0,,,,0,0.0,0,1.77,0,0,0,0,56169
51,4,0,0.32,0.0,False,0,LIS14-11-24,PBG11294,-0.249,0.336,15,0,0,-0.267,0.338,-0.274,-0.293,-0.28,-30,-40,-50,49.788,-0.259,0.331,0.0,974.12,0,zero,0,0,0,,,0,15.28,1,15,-175,0.19,7,0,0,0,,,,0,0.0,0,1.51,0,0,0,0,56196
52,1,0,-0.11,0.001,False,0,LIS14-11-24,PBG11294,-0.123,0.311,15,0,0,-0.133,0.32,-0.09,-0.099,-0.119,-30,-40,-50,27.564,-0.111,0.319,0.0,-433.2,0,zero,0,0,0,,,0,15.28,1,15,-175,0.2,7,0,0,0,,,,0,0.0,0,1.97,0,0,0,0,56444
52,2,0,0.12,0.001,False,0,LIS14-11-24,PBG11294,-0.078,0.319,15,0,0,-0.118,0.318,-0.115,-0.135,-0.143,-30,-40,-50,48.173,-0.105,0.321,0.02,3737.76,0,zero,0,0,0,,,0,15.28,1,15,-175,0.19,7,0,0,0,,,,0,0.0,0,1.45,0,0,0,0,52448
52,3,0,0.04,0.004,False,0,LIS14-11-24,PBG11294,-0.513,0.319,15,0,0,-0.538,0.314,-0.526,-0.563,-0.596,-30,-40,-50,120.302,-0.541,0.323,0.01,991.99,0,zero,0,0,0,,,0,15.28,1,15,-175,0.19,7,0,0,0,,,,0,0.0,0,1.52,0,0,0,0,56170
52,4,0,-0.25,0.003,False,0,LIS14-11-24,PBG11294,-0.335,0.305,15,0,0,-0.344,0.304,-0.348,-0.364,-0.405,-30,-40,-50,82.771,-0.299,0.31,0.01,-782.05,0,zero,0,0,0,,,0,15.28,1,15,-175,0.18,7,0,0,0,,,,0,0.0,0,1.96,0,0,0,0,52587
53,1,0,282.39,1.069,False,0,LIS14-11-24,PBG11294,-0.546,0.638,15,0,0,4.988,1.732,35.908,11.098,14.527,-30,-40,-50,-52.132,-7.034,2.254,46.49,0.47,0,zero,0,0,0,,,0,15.28,1,15,-175,45.14,7,0,0,0,,,,0,0.0,0,1.81,4002,0,0,8018,31386
53,2,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
53,3,0,0.39,0.007,False,0,LIS14-11-24,PBG11294,-1.455,0.314,15,0,0,-1.38,0.313,-1.14,-1.093,-1.007,-30,-40,-50,-197.881,-1.465,0.31,0.09,-177.77,0,zero,0,0,0,,,0,15.28,1,15,-175,0.22,7,0,0,0,,,,0,0.0,0,5.0,0,0,0,0,56207
53,4,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
54,1,0,2.93,0.913,True,14,LIS14-11-24,PBG11294,6.055,0.494,15,3,1,17.018,0.545,41.51,50.498,59.779,-30,-40,-50,15.385,5.927,0.523,5.89,1.15,0,single_pore,0,1405,295,214.04,1.07,0,15.28,1,15,-175,10.96,7,36057,16018,0,105.52,57.9,1.89,53494,0.0,0,4.8,0,0,0,387,0
54,2,1511,3.5,0.824,True,11,LIS14-11-24,PBG11294,5.885,0.413,15,1,1,16.892,0.585,41.285,49.355,57.775,-30,-40,-50,19.993,5.818,0.402,5.29,1.19,0,single_pore,0,6215,125,213.21,0.89,0,15.28,1,15,-175,10.25,7,36068,8261,0,95.48,62.5,1.96,52066,0.0,0,5.51,0,0,0,0,310
54,3,945,4.33,0.897,True,3,LIS14-11-24,PBG11294,5.554,0.448,15,4,1,16.5,0.557,40.732,49.484,58.669,-30,-40,-50,15.326,5.516,0.439,5.71,1.14,0,single_pore,0,5521,139,213.29,0.86,0,15.28,1,15,-175,10.81,7,39610,5265,0,111.02,61.0,1.9,51344,0.0,0,5.08,0,0,0,0,0
54,4,2636,6.85,0.912,True,82,LIS14-11-24,PBG11294,5.866,0.608,15,2,1,16.955,0.82,41.638,50.42,59.887,-30,-40,-50,15.482,5.752,0.584,5.66,1.13,0,single_pore,0,7813,27,215.97,1.02,0,15.28,1,15,-175,10.89,7,37429,0,0,,,,47960,0.0,0,5.3,1201,0,0,4035,0
55,1,0,-14.63,2.615,False,0,LIS14-11-24,PBG11294,15.113,1.043,15,0,0,45.653,2.243,121.167,148.047,173.464,-30,-40,-50,16.417,13.702,0.987,9.34,-0.39,0,saturated,0,0,0,,,0,15.28,1,15,-175,29.83,7,0,0,0,,,,0,0.0,0,6.23,0,0,0,0,0
55,2,0,-39.34,0.305,False,0,LIS14-11-24,PBG11294,4.133,1.167,15,0,0,11.288,3.41,24.373,29.39,30.473,-30,-40,-50,40.852,3.995,1.25,4.53,1.55,0,zero,0,0,0,,,0,15.28,1,15,-175,8.57,7,0,0,0,,,,0,0.0,0,4.92,0,0,0,0,43778
55,3,0,3.84,1.78,False,40,LIS14-11-24,PBG11294,10.774,0.613,15,0,0,32.324,0.741,80.169,97.775,115.765,-30,-40,-50,15.006,10.61,0.629,6.86,0.58,2931,saturated,0,385,41536,227.29,3.18,0,15.28,1,15,-175,19.22,7,0,0,0,,,,0,0.0,0,3.4,0,0,0,3215,0
55,4,0,32.74,1.529,False,0,LIS14-11-24,PBG11294,7.269,0.631,15,0,0,27.487,0.806,71.924,85.573,102.496,-30,-40,-50,16.479,7.202,0.598,5.88,0.66,0,saturated,0,0,899,,,0,15.28,1,15,-175,16.8,7,0,0,0,,,,0,0.0,0,3.33,0,0,0,0,70
56,1,4199,2.56,0.887,True,71,LIS14-11-24,PBG11294,6.077,0.434,15,2,1,16.461,0.586,40.281,49.024,58.023,-30,-40,-50,15.356,5.706,0.462,4.4,1.16,0,single_pore,0,14930,333,209.62,0.95,0,15.28,1,15,-175,10.04,7,32991,0,0,,,,52191,0.0,0,5.72,0,0,0,2043,883
56,2,1043,11.4,0.921,True,0,LIS14-11-24,PBG11294,6.101,0.567,15,4,1,17.131,0.7,41.628,50.265,60.042,-30,-40,-50,14.937,6.04,0.614,4.57,1.12,0,single_pore,0,1577,12,215.88,1.04,0,15.28,1,15,-175,10.29,7,49394,0,0,,,,52014,0.0,0,6.08,0,0,0,0,0
56,3,3257,4.08,0.914,True,45,LIS14-11-24,PBG11294,5.845,0.463,15,3,1,16.91,0.617,41.432,50.367,59.71,-30,-40,-50,15.252,5.86,0.439,4.63,1.13,0,single_pore,0,4634,168,215.47,1.03,0,15.28,1,15,-175,10.35,7,40061,9555,0,105.04,61.9,1.96,57552,0.0,0,6.13,0,0,0,51,33
56,4,1979,2.36,0.898,True,43,LIS14-11-24,PBG11294,6.07,0.45,15,1,1,17.015,0.638,41.404,50.27,59.372,-30,-40,-50,16.039,6.062,0.46,4.44,1.15,0,single_pore,0,4870,70,214.19,0.96,0,15.28,1,15,-175,10.17,7,49104,0,0,,,,55996,0.0,0,5.86,0,0,0,264,0
57,1,0,5.18,0.622,True,0,LIS14-11-24,PBG11294,4.322,0.46,15,0,0,12.467,0.764,30.087,36.046,42.523,-30,-40,-50,18.214,4.309,0.437,3.76,1.64,0,unavailable,0,0,4039,,,0,15.28,1,15,-175,7.4,7,0,0,15293,,,,0,0.0,0,5.53,16047,0,0,8009,0
57,2,401,3.28,0.904,True,16,LIS14-11-24,PBG11294,5.499,0.533,15,2,1,16.382,0.7,40.531,49.412,58.621,-30,-40,-50,14.744,5.531,0.507,4.11,1.16,0,single_pore,0,2765,279,210.99,1.04,0,15.28,1,15,-175,9.95,7,36025,16028,0,94.42,58.7,2.01,55235,0.0,0,4.96,0,0,0,0,393
57,3,1191,4.71,0.907,True,104,LIS14-11-24,PBG11294,5.136,0.461,15,3,1,16.026,0.549,40.451,49.286,58.592,-30,-40,-50,14.497,5.095,0.491,4.22,1.14,0,single_pore,0,8137,505,214.02,1.0,0,15.28,1,15,-175,10.09,7,42243,0,0,,,,51675,0.0,0,5.23,0,0,0,2345,234
57,4,5347,4.52,0.899,True,223,LIS14-11-24,PBG11294,5.395,0.507,15,1,1,16.33,0.496,40.396,49.157,58.37,-30,-40,-50,14.854,5.451,0.491,4.07,1.15,0,single_pore,0,15424,1071,211.82,0.96,0,15.28,1,15,-175,9.96,7,29331,0,0,,,,50325,0.0,0,4.85,0,0,0,2190,0
58,1,0,45.0,0.093,False,0,LIS14-11-24,PBG11294,4.265,0.893,15,0,0,6.921,1.624,9.939,6.758,8.077,-30,-40,-50,-70.1,3.073,0.664,3.39,3.13,0,unavailable,0,0,31,,,0,15.28,1,15,-175,5.4,7,0,0,0,,,,0,0.0,0,2.56,30641,0,0,8789,0
58,2,367,3.22,0.913,True,71,LIS14-11-24,PBG11294,6.106,0.448,15,2,1,17.064,0.619,41.42,50.389,59.68,-30,-40,-50,15.302,5.983,0.465,4.11,1.14,0,single_pore,0,1168,12334,216.53,1.1,0,15.28,1,15,-175,9.99,7,28028,0,0,,,,29634,0.0,0,4.95,11621,0,0,0,0
58,3,0,3.28,0.924,True,0,LIS14-11-24,PBG11294,5.597,0.516,15,3,1,16.778,0.632,41.356,50.43,59.832,-30,-40,-50,14.702,5.52,0.488,3.91,1.12,0,single_pore,0,0,0,,,0,15.28,1,15,-175,10.13,7,24015,20038,0,99.71,62.2,2.0,44053,0.0,0,4.17,8033,0,0,0,0
58,4,3614,4.12,0.903,True,172,LIS14-11-24,PBG11294,5.872,0.43,15,1,1,16.778,0.573,41.057,49.878,59.111,-30,-40,-50,15.397,5.766,0.436,4.0,1.14,0,single_pore,0,10673,176,213.7,0.95,0,15.28,1,15,-175,9.96,7,40443,0,0,,,,54902,0.0,0,4.61,781,0,0,0,0
59,1,3162,4.99,0.915,True,56,LIS14-11-24,PBG11294,5.455,0.438,15,1,1,16.515,0.573,41.035,49.931,59.326,-30,-40,-50,14.765,5.32,0.471,4.06,1.14,0,single_pore,0,11227,1125,216.69,0.96,0,15.28,1,15,-175,10.02,7,37058,0,0,,,,51503,0.0,0,4.71,0,0,0,115,400
59,2,0,6.13,0.908,True,11,LIS14-11-24,PBG11294,5.218,0.629,15,3,1,15.992,0.969,40.072,48.842,58.225,-30,-40,-50,14.016,4.424,0.838,3.94,1.14,0,single_pore,0,3617,3,212.89,0.93,0,15.28,1,15,-175,9.98,7,36037,8014,0,107.0,60.9,1.95,47679,0.0,0,4.37,5460,0,0,0,0
59,3,1140,3.53,0.899,True,32,LIS14-11-24,PBG11294,4.903,0.428,15,2,1,15.727,0.569,39.932,48.749,57.919,-30,-40,-50,14.329,4.799,0.429,3.81,1.15,0,single_pore,0,8799,54,213.07,0.89,0,15.28,1,15,-175,9.89,7,43188,0,0,,,,53159,0.0,0,4.14,0,0,0,1234,0
59,4,586,34.79,0.889,True,52,LIS14-11-24,PBG11294,4.523,0.443,15,4,1,14.363,0.486,37.593,44.74,55.366,-30,-40,-50,11.0,3.974,0.499,4.11,1.18,0,single_pore,0,6082,278,206.49,1.18,0,15.28,1,15,-175,9.82,7,48525,0,0,,,,55245,0.0,0,5.22,0,0,0,58,0
60,1,700,4.03,0.908,True,81,LIS14-11-24,PBG11294,6.068,0.451,15,2,1,16.837,0.5,41.087,49.962,59.24,-30,-40,-50,15.184,5.779,0.574,4.06,1.15,0,single_pore,0,1924,166,213.82,1.07,0,15.28,1,15,-175,10.01,7,47868,4009,0,103.85,56.5,1.88,54582,0.0,0,4.74,0,0,0,0,0
60,2,967,4.07,0.906,True,166,LIS14-11-24,PBG11294,6.236,0.448,15,1,1,17.11,0.587,41.439,50.294,59.556,-30,-40,-50,15.662,6.176,0.457,4.92,1.14,0,single_pore,0,8477,152,214.26,0.92,0,15.28,1,15,-175,10.38,7,48027,0,0,,,,57637,0.0,0,5.89,0,0,0,0,0
60,3,0,5.34,0.907,True,0,LIS14-11-24,PBG11294,5.346,0.518,15,3,1,16.226,0.625,40.532,49.332,58.666,-30,-40,-50,14.589,5.306,0.564,4.04,1.15,0,single_pore,0,2313,12,214.32,1.07,0,15.28,1,15,-175,10.0,7,54765,0,0,,,,57078,0.0,0,4.7,0,0,0,0,0
60,4,706,3.11,0.926,True,39,LIS14-11-24,PBG11294,5.466,0.762,15,4,1,16.29,1.12,40.504,49.608,59.023,-30,-40,-50,13.682,5.303,0.774,4.85,1.12,0,single_pore,0,938,1984,221.94,1.25,0,15.28,1,15,-175,10.5,7,48967,0,0,,,,50650,0.0,0,6.34,379,0,0,15,0
61,1,0,-0.07,0.001,False,0,LIS14-11-24,PBG11294,0.074,0.325,15,0,0,0.071,0.329,0.022,0.033,0.037,-30,-40,-50,-1.878,0.006,0.329,-0.01,-16853.04,0,zero,0,0,0,,,0,15.28,1,15,-175,0.19,7,0,0,0,,,,0,0.0,0,1.46,0,0,0,0,56291
61,2,0,-0.48,0.001,False,0,LIS14-11-24,PBG11294,0.038,0.325,15,0,0,0.049,0.323,0.014,0.05,0.038,-30,-40,-50,-27.857,-0.0,0.329,0.0,1301.36,0,zero,0,0,0,,,0,15.28,1,15,-175,0.2,7,0,0,0,,,,0,0.0,0,1.3,0,0,0,0,52248
61,3,0,0.28,0.001,False,0,LIS14-11-24,PBG11294,-0.367,0.351,15,0,0,-0.38,0.346,-0.386,-0.41,-0.406,-30,-40,-50,202.339,-0.407,0.346,-0.01,1368.72,0,zero,0,0,0,,,0,15.28,1,15,-175,0.2,7,0,0,0,,,,0,0.0,0,1.37,0,0,0,0,56276
61,4,0,0.37,0.001,False,0,LIS14-11-24,PBG11294,-0.203,0.352,15,0,0,-0.242,0.347,-0.26,-0.273,-0.249,-30,-40,-50,-139.33,-0.284,0.347,-0.0,-2194.25,0,zero,0,0,0,,,0,15.28,1,15,-175,0.21,7,0,0,0,,,,0,0.0,0,1.35,0,0,0,0,56266
62,1,0,-0.35,0.002,False,0,LIS14-11-24,PBG11294,-0.037,0.363,15,0,0,0.053,0.346,0.043,0.044,0.01,-30,-40,-50,-54.252,0.047,0.346,0.01,1226.45,0,zero,0,0,0,,,0,15.28,1,15,-175,0.21,7,0,0,0,,,,0,0.0,0,2.14,0,0,0,0,56216
62,2,0,0.51,0.0,False,0,LIS14-11-24,PBG11294,-0.037,0.363,15,0,0,0.068,0.347,0.037,0.007,0.028,-30,-40,-50,-44.557,0.05,0.352,-0.0,-3921.83,0,zero,0,0,0,,,0,15.28,1,15,-175,0.21,7,0,0,0,,,,0,0.0,0,1.66,0,0,0,0,56076
62,3,0,0.06,0.0,False,0,LIS14-11-24,PBG11294,-0.466,0.393,15,0,0,-0.422,0.398,-0.48,-0.484,-0.482,-30,-40,-50,1165.0,-0.443,0.399,0.01,559.84,0,zero,0,0,0,,,0,15.28,1,15,-175,0.23,7,0,0,0,,,,0,0.0,0,1.65,0,0,0,0,56165
62,4,0,0.04,0.003,False,0,LIS14-11-24,PBG11294,-0.255,0.383,15,0,0,-0.2,0.37,-0.199,-0.235,-0.267,-30,-40,-50,28.646,-0.203,0.378,0.01,-803.39,0,zero,0,0,0,,,0,15.28,1,15,-175,0.22,7,0,0,0,,,,0,0.0,0,2.51,0,0,0,0,56339
63,1,0,-0.4,0.02,False,0,LIS14-11-24,PBG11294,-1.125,0.336,15,0,0,-0.686,0.398,-0.031,0.19,0.371,-30,-40,-50,-31.24,-0.947,0.359,0.07,50.09,0,zero,0,0,0,,,0,15.28,1,15,-175,0.3,7,0,0,0,,,,0,0.0,0,4.12,0,0,0,0,56489
63,2,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
63,3,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
63,4,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
64,1,0,3.59,0.913,True,39,LIS14-11-24,PBG11294,5.922,0.483,15,1,1,16.965,0.561,41.493,50.442,59.75,-30,-40,-50,15.382,5.773,0.57,6.59,1.13,0,single_pore,0,6204,214,216.55,1.01,0,15.28,1,15,-175,11.36,7,29139,0,0,,,,35382,0.0,0,4.11,11751,0,0,4017,493
64,2,1417,-0.89,0.886,True,137,LIS14-11-24,PBG11294,5.701,0.625,15,0,0,16.797,0.635,41.202,50.107,58.923,-30,-40,-50,16.517,5.782,0.468,5.64,1.14,0,zero,0,5661,223,213.67,1.02,0,15.28,1,15,-175,10.81,7,4431,0,0,,,,11646,0.0,0,5.1,0,0,0,0,44092
64,3,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,6.278,0.737,15.32,1.12,0,saturated,0,0,0,,,0,15.28,1,15,-175,17.85,7,0,0,0,,,,0,0.0,0,1.78,0,0,0,0,0
64,4,0,1.68,0.897,True,0,LIS14-11-24,PBG11294,5.676,0.453,15,2,1,16.484,0.72,40.749,49.64,58.699,-30,-40,-50,15.37,5.533,0.455,5.02,1.15,0,single_pore,0,0,0,,,0,15.28,1,15,-175,10.46,7,36067,20053,0,95.31,62.7,1.82,56120,0.0,0,5.91,0,0,0,0,0
65,1,1063,4.76,0.912,True,66,LIS14-11-24,PBG11294,6.779,0.507,15,1,1,17.705,0.556,41.895,50.777,60.135,-30,-40,-50,15.838,6.762,0.507,4.5,1.15,0,single_pore,0,9541,201,215.6,0.99,0,15.28,1,15,-175,10.24,7,38106,0,0,,,,48776,0.0,0,5.79,0,0,0,4778,0
65,2,0,-32.73,0.016,False,0,LIS14-11-24,PBG11294,2.352,1.081,15,0,0,1.992,1.292,3.746,5.541,4.063,-30,-40,-50,-32.315,1.501,0.943,3.84,23.65,0,zero,0,0,0,,,0,15.28,1,15,-175,3.98,7,0,0,0,,,,0,0.0,0,0.81,4005,0,0,4003,35027
65,3,2252,5.84,0.901,True,120,LIS14-11-24,PBG11294,5.649,0.503,15,3,1,16.414,0.662,40.6,49.321,58.626,-30,-40,-50,14.919,5.545,0.529,4.71,1.16,0,single_pore,0,10860,24,212.26,0.96,0,15.28,1,15,-175,10.22,7,22452,0,52,,,,35684,0.0,0,6.12,8017,0,0,8010,74
